trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.2, 'e': 0.351399999999995}",25,14,-5.5735958177053755,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.346799999999995}",25,16,4.850874541829276,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.342199999999995}",25,0,-102.03724996006206,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
144,False,"{'a': 0.2, 'e': 0.337599999999995}",30,17,8.644622267036006,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.332999999999995}",25,0,25.234810287499855,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.2, 'e': 0.32839999999999503}",25,0,-73.18110480489123,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.2, 'e': 0.32379999999999504}",30,8,-15.895735714084934,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.31919999999999504}",30,19,-29.611168753360325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
149,False,"{'a': 0.2, 'e': 0.31459999999999505}",25,11,-30.09446012881606,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.2, 'e': 0.30999999999999506}",20,14,-10.91137814476144,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.30539999999999506}",25,9,-34.44496048947965,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.2, 'e': 0.30079999999999507}",20,2,-13.377124563765777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.2, 'e': 0.2961999999999951}",35,15,-39.400133924931545,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
154,False,"{'a': 0.2, 'e': 0.2915999999999951}",20,0,-56.4485643281736,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
155,False,"{'a': 0.2, 'e': 0.2869999999999951}",20,9,-1.3811043537580021,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.2823999999999951}",20,9,22.754247239360772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.2777999999999951}",20,12,-26.828033351586086,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.2731999999999951}",20,6,24.141822377386895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.2685999999999951}",25,9,27.13279888968789,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.2639999999999951}",25,14,14.552907707045735,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.25939999999999513}",25,18,0.9718943964438997,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.25479999999999514}",25,18,13.60533010764546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.25019999999999515}",25,8,31.642191982114753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.24559999999999516}",20,0,21.930570090685308,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.2, 'e': 0.24099999999999516}",20,14,4.068561340431755,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.23639999999999517}",30,15,25.71126413812675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.23179999999999518}",20,2,24.57991747126511,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.22719999999999518}",30,13,21.153893117846927,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.2225999999999952}",20,10,-2.2674644765290446,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.2179999999999952}",25,17,18.035338314923347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.2133999999999952}",25,3,15.631924355256906,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.2087999999999952}",25,11,-23.596075585107748,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.2, 'e': 0.20419999999999522}",20,11,17.65271818102863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.19959999999999523}",25,13,-1.541160808366894,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.19499999999999523}",35,18,18.68001564689011,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.19039999999999524}",20,0,-19.711536551587738,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
177,False,"{'a': 0.2, 'e': 0.18579999999999525}",20,8,9.408943377173383,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.18119999999999525}",20,0,-12.732418181635502,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.17659999999999526}",20,11,10.282833692779098,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.17199999999999527}",25,9,21.73398769944207,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.16739999999999527}",20,3,-22.194943960276404,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.2, 'e': 0.16279999999999528}",25,10,-10.18632495702313,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.1581999999999953}",20,0,19.161216733989814,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.2, 'e': 0.1535999999999953}",30,0,17.4791351651135,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.1489999999999953}",25,11,-7.784593469255715,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.1443999999999953}",20,9,-1.0976427286080028,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.13979999999999532}",25,13,-21.36396083827046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.2, 'e': 0.13519999999999532}",25,12,21.94201465977591,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.13059999999999533}",25,15,16.500931321515477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.12599999999999534}",25,12,18.776155502684762,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.12139999999999534}",20,9,22.058169486173423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.11679999999999535}",25,3,-3.976431300889347,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.11219999999999536}",20,7,-14.801001977155954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.2, 'e': 0.10759999999999537}",30,10,34.62300234318614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.10299999999999537}",20,8,-19.47417470350871,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.2, 'e': 0.09839999999999538}",25,11,28.273547543964835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.09379999999999539}",30,15,29.3749996680372,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.0891999999999954}",20,5,21.431585724145815,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.0845999999999954}",30,14,20.198532178146117,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.07999999999999541}",20,13,12.66165318018321,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.07539999999999542}",25,19,13.54733682717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
